id,marketSlug,detectedAt,eventType,severity,detail,is_true_positive,verification_notes
697,presidential-election-winner-2024,2024-11-06 12:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.9985, 'window': 30, 'z_score': 1.5290385403390965, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
696,presidential-election-winner-2024,2024-11-06 11:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.997, 'window': 30, 'z_score': 1.6518402935763283, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
695,presidential-election-winner-2024,2024-11-06 10:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.9945, 'window': 30, 'z_score': 1.7910724795138597, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
694,presidential-election-winner-2024,2024-11-06 09:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.9955, 'window': 30, 'z_score': 1.982234791070187, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
693,presidential-election-winner-2024,2024-11-06 08:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.9945, 'window': 30, 'z_score': 2.209237915328049, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
692,presidential-election-winner-2024,2024-11-06 07:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.9935, 'window': 30, 'z_score': 2.5097212990015367, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
691,presidential-election-winner-2024,2024-11-06 06:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.9865, 'window': 30, 'z_score': 2.8887979947424127, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
690,presidential-election-winner-2024,2024-11-06 05:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.9695, 'window': 30, 'z_score': 3.391733532992119, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
689,presidential-election-winner-2024,2024-11-06 04:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.9245, 'window': 30, 'z_score': 3.959076468754108, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
688,presidential-election-winner-2024,2024-11-06 03:00:02+00:00,zscore_spike_manual,high,"{'mode': 'manual_sql', 'price': 0.828, 'window': 30, 'z_score': 4.193252378938581, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
687,presidential-election-winner-2024,2024-11-06 02:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.711, 'window': 30, 'z_score': 3.2453456053671297, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
686,presidential-election-winner-2024,2024-11-06 01:00:02+00:00,zscore_spike_manual,high,"{'mode': 'manual_sql', 'price': 0.706, 'window': 30, 'z_score': 4.023317975423767, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
685,presidential-election-winner-2024,2024-11-04 16:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6055, 'window': 30, 'z_score': 2.6272939044538597, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
684,presidential-election-winner-2024,2024-11-03 02:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5295, 'window': 30, 'z_score': -3.545264079288026, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
683,presidential-election-winner-2024,2024-11-03 01:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5485, 'window': 30, 'z_score': -3.0815431979445007, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
682,presidential-election-winner-2024,2024-11-03 00:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5585, 'window': 30, 'z_score': -2.585922866192029, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
681,presidential-election-winner-2024,2024-11-02 01:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5795, 'window': 30, 'z_score': -2.3152123265791564, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
680,presidential-election-winner-2024,2024-11-02 00:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5825, 'window': 30, 'z_score': -2.4367721539903626, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
679,presidential-election-winner-2024,2024-11-01 07:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6115, 'window': 30, 'z_score': -1.5981431342884556, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
678,presidential-election-winner-2024,2024-11-01 06:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.613, 'window': 30, 'z_score': -1.627025018056287, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
677,presidential-election-winner-2024,2024-11-01 05:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6155, 'window': 30, 'z_score': -1.5727569723367996, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
676,presidential-election-winner-2024,2024-10-31 21:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6205, 'window': 30, 'z_score': -1.4463739480121058, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
675,presidential-election-winner-2024,2024-10-31 19:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6125, 'window': 30, 'z_score': -2.110601375752263, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
674,presidential-election-winner-2024,2024-10-31 18:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6155, 'window': 30, 'z_score': -2.146678688808674, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
673,presidential-election-winner-2024,2024-10-31 07:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6315, 'window': 30, 'z_score': -1.546919746906584, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
672,presidential-election-winner-2024,2024-10-31 06:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6235, 'window': 30, 'z_score': -2.215285862827327, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
671,presidential-election-winner-2024,2024-10-31 05:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6205, 'window': 30, 'z_score': -2.7473387624084045, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
670,presidential-election-winner-2024,2024-10-31 04:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6215, 'window': 30, 'z_score': -3.240150440959727, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
669,presidential-election-winner-2024,2024-10-31 03:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.634, 'window': 30, 'z_score': -2.9028186937399902, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
668,presidential-election-winner-2024,2024-10-31 02:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6365, 'window': 30, 'z_score': -3.2767521675105264, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
667,presidential-election-winner-2024,2024-10-31 01:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6435, 'window': 30, 'z_score': -3.186428475369697, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
666,presidential-election-winner-2024,2024-10-31 00:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6475, 'window': 30, 'z_score': -3.313077447514421, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
665,presidential-election-winner-2024,2024-10-30 23:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6545, 'window': 30, 'z_score': -2.5840172267469534, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
664,presidential-election-winner-2024,2024-10-30 21:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6565, 'window': 30, 'z_score': -2.8221211555107892, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
663,presidential-election-winner-2024,2024-10-28 11:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6665, 'window': 30, 'z_score': 2.280141074371616, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
662,presidential-election-winner-2024,2024-10-28 09:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.666, 'window': 30, 'z_score': 2.8605448809106466, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
661,presidential-election-winner-2024,2024-10-28 08:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6625, 'window': 30, 'z_score': 2.647145122608939, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
660,presidential-election-winner-2024,2024-10-28 07:00:04+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6605, 'window': 30, 'z_score': 2.595188897934953, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
659,presidential-election-winner-2024,2024-10-28 06:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6615, 'window': 30, 'z_score': 3.3428028904621354, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
658,presidential-election-winner-2024,2024-10-23 22:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6085, 'window': 30, 'z_score': -2.618473518614185, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
657,presidential-election-winner-2024,2024-10-23 17:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6125, 'window': 30, 'z_score': -2.9608734849256644, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
656,presidential-election-winner-2024,2024-10-22 19:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6595, 'window': 30, 'z_score': 2.027017495314067, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
655,presidential-election-winner-2024,2024-10-22 18:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6615, 'window': 30, 'z_score': 2.36248412251387, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
654,presidential-election-winner-2024,2024-10-22 03:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6355, 'window': 30, 'z_score': 1.588643932342089, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
653,presidential-election-winner-2024,2024-10-22 02:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6365, 'window': 30, 'z_score': 1.8014463320064333, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
652,presidential-election-winner-2024,2024-10-22 01:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6405, 'window': 30, 'z_score': 2.3249355784189913, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
651,presidential-election-winner-2024,2024-10-22 00:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.649, 'window': 30, 'z_score': 3.4657404777704, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
650,presidential-election-winner-2024,2024-10-21 23:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6295, 'window': 30, 'z_score': 2.208697668040461, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
649,presidential-election-winner-2024,2024-10-21 17:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6255, 'window': 30, 'z_score': 2.26171116556591, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
648,presidential-election-winner-2024,2024-10-21 16:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.625, 'window': 30, 'z_score': 2.493900164390659, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
647,presidential-election-winner-2024,2024-10-21 14:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6225, 'window': 30, 'z_score': 2.7471734439403828, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
646,presidential-election-winner-2024,2024-10-20 04:00:02+00:00,zscore_spike_manual,high,"{'mode': 'manual_sql', 'price': 0.563, 'window': 30, 'z_score': -5.057450602346251, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
645,presidential-election-winner-2024,2024-10-20 03:00:02+00:00,zscore_spike_manual,high,"{'mode': 'manual_sql', 'price': 0.5905, 'window': 30, 'z_score': -4.0589182181044, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
644,presidential-election-winner-2024,2024-10-17 14:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6235, 'window': 30, 'z_score': 2.910955858712264, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
643,presidential-election-winner-2024,2024-10-17 12:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6125, 'window': 30, 'z_score': 2.702829823151673, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
642,presidential-election-winner-2024,2024-10-16 12:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.6005, 'window': 30, 'z_score': 1.963319820073608, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
641,presidential-election-winner-2024,2024-10-16 11:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5995, 'window': 30, 'z_score': 2.0376328175913145, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
640,presidential-election-winner-2024,2024-10-16 10:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5965, 'window': 30, 'z_score': 1.9659326173581988, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
639,presidential-election-winner-2024,2024-10-15 22:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.577, 'window': 30, 'z_score': 1.3532712742404691, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
638,presidential-election-winner-2024,2024-10-15 21:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5785, 'window': 30, 'z_score': 1.5564684540185112, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
637,presidential-election-winner-2024,2024-10-15 20:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5805, 'window': 30, 'z_score': 1.8124899208571494, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
636,presidential-election-winner-2024,2024-10-15 19:00:03+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5795, 'window': 30, 'z_score': 1.8779726270882087, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
635,presidential-election-winner-2024,2024-10-15 18:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5805, 'window': 30, 'z_score': 2.1292819989514844, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
634,presidential-election-winner-2024,2024-10-15 17:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5795, 'window': 30, 'z_score': 2.2892929833862263, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
633,presidential-election-winner-2024,2024-10-15 16:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5795, 'window': 30, 'z_score': 2.595129808923883, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
632,presidential-election-winner-2024,2024-10-15 15:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5715, 'window': 30, 'z_score': 2.1842142116446785, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
631,presidential-election-winner-2024,2024-10-15 14:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5695, 'window': 30, 'z_score': 2.231912243660994, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
630,presidential-election-winner-2024,2024-10-15 13:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5635, 'window': 30, 'z_score': 1.7849202651715272, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
629,presidential-election-winner-2024,2024-10-15 12:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.566, 'window': 30, 'z_score': 2.2907481483263217, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
628,presidential-election-winner-2024,2024-10-15 11:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5615, 'window': 30, 'z_score': 1.9726075914285264, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
627,presidential-election-winner-2024,2024-10-15 10:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5595, 'window': 30, 'z_score': 1.887580915974531, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
626,presidential-election-winner-2024,2024-10-13 20:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5385, 'window': 30, 'z_score': -3.2267943095502463, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
625,presidential-election-winner-2024,2024-10-13 19:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5405, 'window': 30, 'z_score': -3.241488296625803, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
624,presidential-election-winner-2024,2024-10-11 19:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5345, 'window': 30, 'z_score': -2.601635662182399, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
623,presidential-election-winner-2024,2024-10-10 20:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5605, 'window': 30, 'z_score': 2.2980793410707574, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
622,presidential-election-winner-2024,2024-10-10 17:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5645, 'window': 30, 'z_score': 3.8134018967468206, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
621,presidential-election-winner-2024,2024-10-10 11:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5465, 'window': 30, 'z_score': 3.2119061365928134, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
620,presidential-election-winner-2024,2024-10-10 10:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5445, 'window': 30, 'z_score': 3.513057321006034, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
619,presidential-election-winner-2024,2024-10-10 09:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5415, 'window': 30, 'z_score': 3.418860086403427, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
618,presidential-election-winner-2024,2024-10-08 00:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5395, 'window': 30, 'z_score': 1.617968829833439, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
617,presidential-election-winner-2024,2024-10-07 23:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5375, 'window': 30, 'z_score': 1.6137688665410859, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
616,presidential-election-winner-2024,2024-10-07 22:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.534, 'window': 30, 'z_score': 1.483025378101359, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
615,presidential-election-winner-2024,2024-10-07 21:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.534, 'window': 30, 'z_score': 1.6084362182572218, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
614,presidential-election-winner-2024,2024-10-07 20:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5365, 'window': 30, 'z_score': 1.9697583541937018, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
613,presidential-election-winner-2024,2024-10-07 19:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.536, 'window': 30, 'z_score': 2.156782546713368, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
612,presidential-election-winner-2024,2024-10-07 18:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.538, 'window': 30, 'z_score': 2.6498841500469306, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
611,presidential-election-winner-2024,2024-10-07 17:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.535, 'window': 30, 'z_score': 2.8186673491451844, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
610,presidential-election-winner-2024,2024-10-07 16:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5285, 'window': 30, 'z_score': 2.5676366410388796, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
609,presidential-election-winner-2024,2024-10-07 15:00:01+00:00,zscore_spike_manual,high,"{'mode': 'manual_sql', 'price': 0.5425, 'window': 30, 'z_score': 5.193005208149315, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
608,presidential-election-winner-2024,2024-10-06 14:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5075, 'window': 30, 'z_score': 1.8449763850229646, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
607,presidential-election-winner-2024,2024-10-06 13:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5065, 'window': 30, 'z_score': 1.6944872760608078, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
606,presidential-election-winner-2024,2024-10-06 10:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5055, 'window': 30, 'z_score': 1.7170903100246222, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
605,presidential-election-winner-2024,2024-10-06 09:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5075, 'window': 30, 'z_score': 2.5923591259833776, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
604,presidential-election-winner-2024,2024-10-06 08:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5065, 'window': 30, 'z_score': 2.600118205809638, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
603,presidential-election-winner-2024,2024-10-06 05:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5035, 'window': 30, 'z_score': 1.9936852062960777, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
602,presidential-election-winner-2024,2024-10-06 04:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5035, 'window': 30, 'z_score': 2.2272887982521397, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
601,presidential-election-winner-2024,2024-10-05 22:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.502, 'window': 30, 'z_score': 2.130605149848038, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
600,presidential-election-winner-2024,2024-10-04 21:00:02+00:00,zscore_spike_manual,medium,"{'mode': 'manual_sql', 'price': 0.5015, 'window': 30, 'z_score': 3.458070771590692, 'detector': 'ZScoreDetector', 'threshold': 2.5, 'market_slug': 'presidential-election-winner-2024'}",,
